label_gang_mem_list,pred_gang_mem_list,jaccard,subgraph_gang_label,subgraph_node_map
"['4007664162', '4117063172', '1408841378', '1070468860', '1956666320', '293428347', '2151540790', '246225506', '2387852771']",[],0.0,6,"['4007664162', '4117063172', '1408841378', '3157953817', '2147363887', '1522478299', '814005170', '3303269539', '1747210058', '495502883', '1073027013', '2661379256', '1343965294', '1821762263', '3784799811', '3785964711', '4157873701', '4113188886', '2235564689', '1070468860', '2895474730', '189065871', '219113474', '4002552736', '930478841', '872229052', '864490082', '354114141', '4120517164', '4063310639', '1755811851', '2275414389', '2181790635', '1956666320', '981756150', '2629809280', '306110547', '2200772438', '293428347', '1806282923', '464267677', '1038480887', '1640708783', '2274625265', '2151540790', '3164564884', '246225506', '1496203685', '2582946741', '2675040419', '622626248', '92985976', '350178443', '3146834488', '515980806', '1125418596', '2038328079', '582225715', '1844482690', '148957238', '225800698', '1650972051', '826476530', '3699131923', '2447788963', '2387852771', '4038800864', '2027736571', '3635749785', '970357639', '4127312221', '3424024121', '3623237251', '1094185292', '2353110160', '2088505322', '1944633729', '1638207749', '1710757129', '1128479032', '2534425849', '1170508528', '907911286', '748984518', '3054201222', '2620880463', '3776108805', '279563430', '760266128', '2874165307', '1848725671', '31113082', '3403660332', '2842486105', '674959885', '1809406255', '2756509165', '670158821', '1117117966', '2070080914', '1820281194']"
[],[],0.0,0,"['1418706813', '1945335310', '1500876371', '1210768717', '61141303', '1959025338', '2492919905', '2300920943', '1326503270', '2015344427', '1123497728', '2541704336', '2188837714', '211969234', '2089607303', '39702140', '1106752032', '2175850925', '2814398422', '1505789507', '707414377', '1938944335', '749571020', '2636693100', '783808204', '3469927596', '371389365', '3662583076', '1960340384', '63176695', '2001243826', '1775901482', '1476457236', '458741529', '199728092', '600479176', '2344517861', '2643653415', '2866707180', '218262444', '55978770', '1930244074', '576407913', '1578318575', '1641742563', '469993617', '1291877022', '2835653337', '1226163719', '1163231202', '2852483813', '1356716359', '1249039274', '2836813740', '2804378913', '2203241773', '1126242636', '2581828461', '841971825', '40218995', '1964450454', '1903152438', '857256301', '2593846015', '3151211668', '6113499', '3302475721', '71783208', '2972124429', '1526536111', '2431107138', '1803796605', '1316003437', '1872370024', '2104069271', '507987109', '23260247', '1779213571', '3361056876', '2341855808', '2214569525', '2540320610', '2859278637', '2793709334', '673403603', '643756351', '1078122536', '210159695', '468881743', '2768382081', '2888454880', '3163277689', '1687857539', '1167160006', '3303606534', '3302095177', '2423661802', '65046199', '719393610', '301178284', '2216894340']"
"['553206465', '1373325958', '2450607506', '2656697182', '3493021549', '968196644', '2272591071', '3033654907', '1735439658', '2848177183', '2872664158', '118086544', '3420198923', '2963065157', '1618240946', '4063412620', '3170453491', '1961367046', '828243454', '116211686']",[],0.0,4,"['553206465', '1373325958', '2450607506', '2607860625', '2656697182', '3493021549', '968196644', '2272591071', '1429311510', '3660866932', '3033654907', '2005850495', '4040474352', '1735439658', '2661965864', '3433529039', '2848177183', '2872664158', '1765163539', '1726996614', '118086544', '298882893', '673551637', '3420198923', '1396471115', '138396839', '1922240382', '2963065157', '1618240946', '926450395', '1109680068', '764050132', '4063412620', '1619817468', '1343967860', '154148640', '3170453491', '1961367046', '1285546030', '1447374108', '1381375642', '521176945', '1722575228', '1988376813', '840618348', '2041893928', '373129253', '2724892121', '1091835969', '929217055', '2536432120', '500705520', '1551173762', '2335360829', '3377384603', '1963992729', '2416295863', '1694919177', '3355174264', '374272079', '502534828', '1925308510', '1431802607', '1260110841', '1606691616', '245353400', '2115961576', '828243454', '2903855341', '711793239', '1866912962', '935689302', '2188821812', '1922493126', '1005440306', '798924562', '2384085926', '665113590', '4126402699', '494349009', '754185502', '2619995514', '3781843417', '1654765332', '132194947', '2246982237', '1532104881', '116211686', '1217414685', '2116453707', '2488633430', '2355014231', '634371531', '532528363', '1627129859', '2633340320', '113715136', '2962710745', '2537177231', '288464871', '1362301672']"
"['541573826', '714627658', '1275681923', '1817038121', '4135458911', '218176263']",[],0.0,3,"['541573826', '3675043890', '1302945348', '145128113', '4074073768', '2234379348', '714627658', '2425158503', '1031834199', '440887789', '462412895', '418011717', '997651346', '1551839640', '183890664', '227436849', '3651027550', '2298591206', '1275681923', '2090652809', '2748494901', '1094578042', '829717243', '2258959320', '2687031119', '2025753480', '1101058080', '3637303286', '2123978307', '1561681955', '2712841162', '1533054273', '2768065261', '3695006748', '1817038121', '786294534', '789271607', '2284366570', '3616554556', '1715349826', '320586303', '1637944443', '2671345414', '1213454876', '3445685787', '2721505335', '2151127333', '1765461515', '2150433633', '2156383862', '1615564861', '232009441', '2361282314', '1235116059', '994658061', '4073567233', '3069784376', '4135458911', '691000219', '1582840716', '2554357039', '779527844', '3398116508', '1595338499', '3387491956', '3774187719', '2060827314', '1416509461', '4134426152', '1721294791', '2502361782', '456651635', '1965583531', '933618031', '482123055', '3126719377', '4136316661', '2244460787', '1647397181', '2069201742', '1864427351', '1729599433', '3304454926', '1593857564', '554380332', '1734614066', '1879059226', '977595361', '653332844', '2760633137', '2061936500', '3417513845', '496502131', '218176263', '2239626461', '311623881', '1331842912', '1867089401', '2937221721', '2538460957', '1665835819']"
"['2412145969', '4057790296', '4005045165', '591032177', '639176853', '4124167166', '3646398621', '1457280738', '1302348809', '2462792966', '533625821']",[],0.0,3,"['2412145969', '4057790296', '4005045165', '591032177', '1875942096', '465660696', '2261183625', '3469798284', '639176853', '4124167166', '3646398621', '1457280738', '2685560161', '1302348809', '2462792966', '533625821', '1929580394', '2154736570', '557855927', '4045978075', '317909928', '3394135128', '1233379520', '4000499495', '1437800323', '2425466903', '740761795', '4113597704', '1885935771', '1874818577', '2407836857', '3782671125', '307625166', '1232569058', '1354285397', '2974228573', '2345676609', '3319112904', '4117370104', '2137282974', '734001517', '411683494', '551868162', '1789947718', '147742548', '344652743', '4162072163', '3357556719', '1317566258', '156520866', '2675165451', '1230699499', '2920991236', '4156982694', '1837422479', '1385285844', '3641524224', '2359569807', '743220554', '2180824114', '316330485', '219994842', '963832570', '2278129437', '1871167992', '4040630548', '4011962370', '1069021070', '522180335', '2068231245', '2128505990', '1456333653', '254787256', '1951468383', '350788736', '2583836645', '1857711347', '1794615817', '1866613415', '1652728522', '2838736901', '2546550546', '3416526772', '2308156709', '4060447483', '3454297403']"
[],[],0.0,0,"['1938261020', '1852451340', '1263014818', '2714184344', '658052820', '1556900115', '1539336918', '126959079', '3303671343', '453007082', '2279019569', '1514001668', '319767152', '962175505', '1745446782', '1873335262', '1498375634', '3140061968', '2680997806', '1055446147', '733735318', '2647721409', '1096245434', '682483861', '1216393934', '1817172325', '1599422936', '74567520', '1313968302', '1950557469', '2017212002', '4076373387', '164639021', '1177192242', '2413888024', '3050153519', '2958333601', '76968374', '1779567734', '547777880', '81210720', '1689255221', '83692418', '1514639923', '3734665320', '1678933480', '3037226049', '3159296105', '747043199', '1615891140', '20381660', '1654890533', '889056163', '298226000', '4011407255', '1269744862', '152468715', '2120804822', '1744021263', '1214089012', '2034022669', '2342799413', '1006232867', '1244678799', '1789560216', '925868986', '196064755', '385070072', '1991039309', '2059498336', '861045980', '994978619', '2912569919', '2373715939', '1318517479', '106473080', '2378098256', '68430250', '3146129119', '1478254025', '3369131871', '2700506727', '16182837', '1063516796', '1926445364', '141826776', '3304428914', '1151904701', '451269080', '1565290042']"
[],[],0.0,0,"['1270279018', '1033283477', '2188711932', '2704338108', '2352659762', '938099736', '507672837', '3377514763', '1333576719', '2830642921', '335982915', '1717563941', '1083587835', '1775830227', '1147427113', '1278006267', '1179307011', '2896207662', '1440188257', '4001610830', '2514613964', '1743540382', '924069878', '2361510996', '1020451540', '2538462908', '685374725', '2011314461', '1329014566', '1192488664', '1687688606', '1016075636', '3678375048', '2220232621', '3038642344', '2679543710', '1557102080', '3324573238', '1836233673', '2022422630', '433429559', '1236294842', '824906560', '1270443404']"
[],[],0.009900987148284912,0,"['2847053280', '2109507241', '2616581221', '2841353712', '1667422781', '1620257881', '2400122803', '1466808280', '2531103321', '1934684441', '1891423974', '360427400', '557900184', '2875260878', '874855808', '1506011820', '3695326544', '467504317', '2072095001', '1045123391', '2237947950', '221205639', '902453842', '1749656101', '955093621', '723378723', '2714271136', '1131924890', '464670607', '556367855', '2198240714', '2551405907', '1569238742', '1421753148', '2651123040', '772874807', '2230261410', '1549370638', '2787309562', '753900809', '1691827120', '352377477', '3316297821', '1991090378', '1608375882', '1814633920', '907822995', '926580070', '898709462', '104807700', '238580173', '2579833380', '1066303930', '29048877', '1510992656', '472262564', '3714404543', '3406838206', '1527666013', '934159631', '1013512211', '1613356719', '3386752184', '230857583', '1842449280', '1108278641', '71576325', '1504518692', '783149913', '184554075', '4122011305', '938608239', '1322912264', '1479152742', '2790480580', '1301350290', '1031150376', '1344404162', '2173107624', '325517953', '2124193547', '139985692', '2672599565', '1897887960', '925337605', '550145359', '2992688427', '3386151831', '1634565436', '212015179', '1420050018', '753417801', '60491530', '2050515801', '1158348880', '2063008661', '2204084881', '175746636', '1707570829', '2795267634', '2526832321']"
"['4082287051', '2423146364', '4009690588', '4058119016', '2040839649', '941339687', '1891261398']",[],0.0,6,"['4082287051', '2423146364', '2046397376', '171495632', '1978744292', '1548767531', '3604608008', '933573291', '684058587', '601817213', '2171820209', '1500559742', '3344856616', '459671729', '3144292793', '752086961', '1802289557', '4089253548', '2983934457', '2615617177', '3641464752', '572023707', '1162932974', '4021051297', '1095177619', '197131881', '419107986', '85426283', '1762003919', '166877353', '2151910421', '1211503570', '407075799', '3789188804', '320321335', '492790206', '2856538314', '2620468631', '1142057255', '2090450385', '484177906', '2006427261', '3629238601', '4009690588', '1996572740', '1356282864', '2860442338', '1179205253', '1115684537', '2001774180', '54027453', '4058119016', '1538047774', '2040839649', '434377320', '3174162280', '941339687', '1114425895', '3674043738', '2825560617', '1724199694', '2056113495', '2109020930', '1142316954', '2622122871', '1624372513', '3136220080', '2497986605', '4008898971', '99445453', '2225576021', '3633801708', '2587830132', '2890298018', '1637967529', '3444446592', '1346449101', '1276848525', '2221048779', '1957542013', '3645197040', '1388345819', '2298601408', '51370144', '3309863122', '1628536508', '210110884', '2996210523', '3346594134', '3351571463', '3337133502', '2228486713', '1454686660', '1638170197', '1100133657', '358405477', '1891261398', '1247940027', '861135257', '4139698155', '1579292740']"
[],[],0.0,0,"['1790868988', '1466823602', '1665739624', '1084720612', '472415760', '1186544542', '2164933702', '176594894', '103948180', '2479055140', '2355303167', '2794983911', '3150632337', '2093169884', '2994372901', '2204901868', '1531724938', '648808537', '1695581717', '147538215', '2162461896', '1734866474', '3467675023', '2959062600', '697477130', '2113150568', '1247901199', '815453610', '345311955', '1392989545', '2493488005', '1358308332', '2577295740', '2188357280', '2458452949', '2017290856', '258919854', '1721545531', '2731465425', '1700463112', '1996883639', '304826687', '1678323816', '1623050614', '2452876826', '2405357676', '1761577972', '2496460128', '421546410', '1074540298', '778107789', '389956435', '1227893432', '3617749711', '4018912690', '642014201', '3756451042', '562776541', '2217001729', '3043780194', '4160488643', '95194540', '3391040819', '115184599', '1051129623', '636687887', '2255075523', '792813266', '829017826', '3405613448', '1032884241', '2049165334', '4122006838', '1289135269', '311764560', '2328270033', '1631997480', '666525372', '788925666', '3393582239', '981687897', '2526829005', '2567229121', '777202723', '3418524562', '3312956958', '2834517439', '2042314763', '1862750373', '2095015220', '385810888', '198921119', '544991177']"
"['842589293', '2415214564', '2312299682', '2470082618', '2460474826', '2227530888', '1034092901', '2709027636', '1009772673', '1080383871', '2048639598', '864528685']",[],0.0,4,"['842589293', '3317698534', '2415214564', '1447783441', '1433232815', '2312299682', '2470082618', '2460474826', '2227530888', '1034092901', '1143185999', '2954739583', '2709027636', '843628880', '1009772673', '1080383871', '923174861', '436319250', '2477132206', '2048639598', '864528685']"
[],[],0.0,0,"['1211804562', '2471070202', '2354528720', '1889439737', '1672762242', '1035537454', '1196648533', '1484119686', '1948435347', '1091566764', '715897860', '1632765321', '1265166514', '2232231411', '3066999007', '1690653140', '1744487614', '434331635', '1264469723', '3173081630', '1153481306', '939434423', '1882156233', '1574562883', '558611722', '982529922', '3705846319', '2653071741', '1407105578', '803403062', '2798429483', '2448652132', '1487530631', '1996629123', '1747529602', '2431052740']"
[],[],0.0,0,"['257551175', '876058920', '2353566081', '2079308931', '1491758120', '258917535', '2210142029', '2693479640', '76439065', '2630092223', '2044938381', '60911585', '149734255', '4048215889', '2162514263', '2099784020', '961372648', '1737592115', '69580045', '2654774742', '123126160', '1515338660', '1369181360', '1732601880', '830854403', '1978011039', '1336177009', '3049435920', '829194160', '1257861408', '697001420', '627567240', '594565695', '994094208', '3767545223', '3485147654', '2115949483', '2893748303', '1596167099', '572997295', '761062981', '957678027', '2927829412', '1296151660', '2759679640', '2594781281', '1308747041', '1524462144', '991798563', '1494431082', '1272632021', '1985109280', '2973443910', '4004272859', '1323679430', '2829541380', '2488292823', '1033289518', '1095578480', '2103021816', '561654260', '1399033109', '1032157923', '858167016', '915982717', '2504359919', '1927807953', '689021400', '777612021', '1941258620', '1543476361', '2012917663', '1347635680', '1492542422', '1629681622', '1389292262', '839759521', '1569290160', '2889065333', '2826314212', '2779155530', '861999204', '1334647162', '2844962702', '651079942', '1136312826', '1429206463', '598656775', '1850924300', '2423363614', '615633321', '151272600', '737734220', '1503319400', '2310176043', '4035055202', '1192555348', '372523875', '1468808042', '172455133', '2104726203']"
[],[],0.0,0,"['2596243147', '1020586691', '2636580807', '2404610714', '166687267', '3413074918', '2252347892', '207125249', '3443586449', '1560028403', '2599487635', '1975501075', '13103113', '1427839870', '1089338014', '3306632767', '675236002', '2085159858', '3108271030', '2512596261']"
[],[],0.03448277711868286,0,"['379350751', '3387200573', '2477946211', '1503463021', '2178090843', '1742490067', '574921647', '2145935061', '583599635', '2158691509', '2848035243', '1224685813', '153704799', '256743715', '2459279231', '3345947206', '3748439643', '4063570502', '1806202946', '66454984', '1346050966', '3036076885', '2151049646', '3401917874', '776340321', '871265812', '1293531414', '1977850626', '1289584434']"
"['614446257', '512806186', '2694717155', '1838594079', '1783497678']",[],0.0,6,"['614446257', '1864855237', '512806186', '303685058', '2694717155', '1838594079', '432815429', '1783497678', '2849098564', '1783537491']"
